Product,Division,Product Category,Customer,Country,Sales Org,Calendar Year/Month,Calendar Year,Calendar month, Cost of Goods , Discount , Net Sales , Revenue ,Sales Quantity
Deluxe Road Bike (SRAM),BI,ROB,Airport Bikes,DE,Germany South,MAY 2010,2010,5," $7,600.00 ", $455.51 ," $14,727.73 "," $15,183.24 ",8 
Deluxe Road Bike (SRAM),BI,ROB,Airport Bikes,DE,Germany South,MAY 2011,2011,5," $7,600.00 ", $462.33 ," $14,948.63 "," $15,410.96 ",8 
Deluxe Road Bike (SRAM),BI,ROB,Airport Bikes,DE,Germany South,JUN 2009,2009,6," $9,500.00 ", $560.95 ," $18,137.62 "," $18,698.58 ",10 
Deluxe Road Bike (SRAM),BI,ROB,Airport Bikes,DE,Germany South,JUN 2007,2007,6," $10,450.00 ", $598.96 ," $19,366.05 "," $19,965.01 ",11 
Deluxe Road Bike (SRAM),BI,ROB,Airport Bikes,DE,Germany South,JUN 2011,2011,6," $10,450.00 ", $635.71 ," $20,554.36 "," $21,190.07 ",11 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,DEC 2007,2007,12," $1,400.00 ", $98.99 ," $3,201.01 "," $3,300.00 ",1 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,MAR 2008,2008,3," $1,400.00 ", $100.49 ," $3,249.01 "," $3,349.50 ",1 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,OCT 2008,2008,10," $1,400.00 ", $100.49 ," $3,249.01 "," $3,349.50 ",1 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,JAN 2009,2009,1," $1,400.00 ", $102.00 ," $3,297.74 "," $3,399.74 ",1 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,NOV 2009,2009,11," $1,400.00 ", $102.00 ," $3,297.74 "," $3,399.74 ",1 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,MAR 2010,2010,3," $1,400.00 ", $103.52 ," $3,347.22 "," $3,450.74 ",1 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,NOV 2010,2010,11," $1,400.00 ", $103.52 ," $3,347.22 "," $3,450.74 ",1 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,MAR 2011,2011,3," $1,400.00 ", $105.08 ," $3,397.42 "," $3,502.50 ",1 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,AUG 2011,2011,8," $1,400.00 ", $105.08 ," $3,397.42 "," $3,502.50 ",1 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,OCT 2007,2007,10," $2,800.00 ", $197.99 ," $6,402.02 "," $6,600.00 ",2 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,FEB 2008,2008,2," $2,800.00 ", $200.98 ," $6,498.02 "," $6,699.00 ",2 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,FEB 2009,2009,2," $2,800.00 ", $203.98 ," $6,595.49 "," $6,799.47 ",2 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,MAR 2009,2009,3," $2,800.00 ", $203.99 ," $6,595.48 "," $6,799.47 ",2 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,MAY 2009,2009,5," $2,800.00 ", $203.98 ," $6,595.49 "," $6,799.47 ",2 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,FEB 2010,2010,2," $2,800.00 ", $207.04 ," $6,694.45 "," $6,901.49 ",2 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,FEB 2011,2011,2," $2,800.00 ", $210.16 ," $6,794.84 "," $7,005.00 ",2 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,OCT 2011,2011,10," $2,800.00 ", $210.15 ," $6,794.86 "," $7,005.00 ",2 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,MAR 2007,2007,3," $4,200.00 ", $297.00 ," $9,603.01 "," $9,900.01 ",3 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,AUG 2007,2007,8," $4,200.00 ", $297.00 ," $9,603.01 "," $9,900.01 ",3 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,SEP 2007,2007,9," $4,200.00 ", $296.98 ," $9,603.02 "," $9,900.01 ",3 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,JUN 2008,2008,6," $4,200.00 ", $301.45 ," $9,747.04 "," $10,048.50 ",3 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,JUL 2008,2008,7," $4,200.00 ", $301.45 ," $9,747.04 "," $10,048.50 ",3 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,AUG 2008,2008,8," $4,200.00 ", $301.45 ," $9,747.04 "," $10,048.50 ",3 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,SEP 2008,2008,9," $4,200.00 ", $301.47 ," $9,747.03 "," $10,048.50 ",3 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,JUL 2009,2009,7," $4,200.00 ", $305.98 ," $9,893.23 "," $10,199.21 ",3 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,AUG 2009,2009,8," $4,200.00 ", $305.98 ," $9,893.23 "," $10,199.21 ",3 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,SEP 2009,2009,9," $4,200.00 ", $305.99 ," $9,893.22 "," $10,199.21 ",3 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,APR 2011,2011,4," $4,200.00 ", $315.23 ," $10,192.28 "," $10,507.51 ",3 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,SEP 2011,2011,9," $4,200.00 ", $315.23 ," $10,192.28 "," $10,507.51 ",3 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,MAY 2007,2007,5," $5,600.00 ", $395.99 ," $12,804.02 "," $13,200.01 ",4 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,JUL 2010,2010,7," $5,600.00 ", $414.09 ," $13,388.88 "," $13,802.97 ",4 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,SEP 2010,2010,9," $5,600.00 ", $414.09 ," $13,388.88 "," $13,802.97 ",4 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,APR 2007,2007,4," $7,000.00 ", $495.00 ," $16,005.01 "," $16,500.01 ",5 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,JUN 2007,2007,6," $7,000.00 ", $495.00 ," $16,005.01 "," $16,500.01 ",5 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,JUL 2007,2007,7," $7,000.00 ", $494.99 ," $16,005.02 "," $16,500.01 ",5 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,APR 2009,2009,4," $7,000.00 ", $509.97 ," $16,488.71 "," $16,998.69 ",5 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,JUN 2009,2009,6," $7,000.00 ", $509.97 ," $16,488.71 "," $16,998.69 ",5 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,AUG 2010,2010,8," $7,000.00 ", $517.61 ," $16,736.11 "," $17,253.71 ",5 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,JUL 2011,2011,7," $7,000.00 ", $525.39 ," $16,987.12 "," $17,512.51 ",5 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,MAY 2008,2008,5," $9,800.00 ", $703.40 ," $22,743.10 "," $23,446.50 ",7 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,JUN 2011,2011,6," $9,800.00 ", $735.53 ," $23,781.99 "," $24,517.52 ",7 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,APR 2008,2008,4," $11,200.00 ", $803.89 ," $25,992.11 "," $26,796.00 ",8 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,APR 2010,2010,4," $11,200.00 ", $828.18 ," $26,777.76 "," $27,605.94 ",8 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,MAY 2011,2011,5," $11,200.00 ", $840.61 ," $27,179.41 "," $28,020.02 ",8 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,MAY 2010,2010,5," $12,600.00 ", $931.70 ," $30,124.99 "," $31,056.69 ",9 
Deluxe Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,JUN 2010,2010,6," $16,800.00 "," $1,242.27 "," $40,166.65 "," $41,408.91 ",12 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,JAN 2007,2007,1," $1,400.00 ", $98.99 ," $3,201.01 "," $3,300.00 ",1 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,FEB 2007,2007,2," $1,400.00 ", $98.99 ," $3,201.01 "," $3,300.00 ",1 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,JUL 2007,2007,7," $1,400.00 ", $98.99 ," $3,201.01 "," $3,300.00 ",1 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,JAN 2008,2008,1," $1,400.00 ", $100.49 ," $3,249.01 "," $3,349.50 ",1 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,MAR 2008,2008,3," $1,400.00 ", $100.49 ," $3,249.01 "," $3,349.50 ",1 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,NOV 2008,2008,11," $1,400.00 ", $100.49 ," $3,249.01 "," $3,349.50 ",1 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,JAN 2009,2009,1," $1,400.00 ", $102.00 ," $3,297.74 "," $3,399.74 ",1 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,FEB 2009,2009,2," $1,400.00 ", $102.00 ," $3,297.74 "," $3,399.74 ",1 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,MAR 2009,2009,3," $1,400.00 ", $102.00 ," $3,297.74 "," $3,399.74 ",1 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,DEC 2009,2009,12," $1,400.00 ", $102.00 ," $3,297.74 "," $3,399.74 ",1 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,JAN 2010,2010,1," $1,400.00 ", $103.52 ," $3,347.22 "," $3,450.74 ",1 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,MAY 2010,2010,5," $1,400.00 ", $103.52 ," $3,347.22 "," $3,450.74 ",1 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,NOV 2010,2010,11," $1,400.00 ", $103.52 ," $3,347.22 "," $3,450.74 ",1 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,FEB 2011,2011,2," $1,400.00 ", $105.08 ," $3,397.42 "," $3,502.50 ",1 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,SEP 2011,2011,9," $1,400.00 ", $105.08 ," $3,397.42 "," $3,502.50 ",1 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,NOV 2011,2011,11," $1,400.00 ", $105.08 ," $3,397.42 "," $3,502.50 ",1 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,DEC 2011,2011,12," $1,400.00 ", $105.08 ," $3,397.42 "," $3,502.50 ",1 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,JUL 2008,2008,7," $2,800.00 ", $200.97 ," $6,498.03 "," $6,699.00 ",2 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,SEP 2009,2009,9," $2,800.00 ", $203.98 ," $6,595.49 "," $6,799.47 ",2 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,OCT 2009,2009,10," $2,800.00 ", $203.98 ," $6,595.49 "," $6,799.47 ",2 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,MAR 2010,2010,3," $2,800.00 ", $207.04 ," $6,694.45 "," $6,901.49 ",2 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,AUG 2010,2010,8," $2,800.00 ", $207.05 ," $6,694.43 "," $6,901.49 ",2 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,SEP 2010,2010,9," $2,800.00 ", $207.05 ," $6,694.43 "," $6,901.49 ",2 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,OCT 2010,2010,10," $2,800.00 ", $207.04 ," $6,694.45 "," $6,901.49 ",2 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,MAR 2011,2011,3," $2,800.00 ", $210.16 ," $6,794.84 "," $7,005.00 ",2 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,OCT 2011,2011,10," $2,800.00 ", $210.15 ," $6,794.86 "," $7,005.00 ",2 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,MAR 2007,2007,3," $4,200.00 ", $297.00 ," $9,603.01 "," $9,900.01 ",3 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,SEP 2007,2007,9," $4,200.00 ", $296.98 ," $9,603.02 "," $9,900.01 ",3 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,OCT 2007,2007,10," $4,200.00 ", $297.00 ," $9,603.01 "," $9,900.01 ",3 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,AUG 2008,2008,8," $4,200.00 ", $301.45 ," $9,747.04 "," $10,048.50 ",3 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,SEP 2008,2008,9," $4,200.00 ", $301.47 ," $9,747.03 "," $10,048.50 ",3 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,APR 2009,2009,4," $4,200.00 ", $305.98 ," $9,893.23 "," $10,199.21 ",3 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,MAY 2009,2009,5," $4,200.00 ", $305.98 ," $9,893.23 "," $10,199.21 ",3 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,AUG 2009,2009,8," $4,200.00 ", $305.99 ," $9,893.22 "," $10,199.21 ",3 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,JUL 2010,2010,7," $4,200.00 ", $310.57 ," $10,041.66 "," $10,352.23 ",3 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,APR 2008,2008,4," $5,600.00 ", $401.94 ," $12,996.05 "," $13,398.00 ",4 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,JUN 2008,2008,6," $5,600.00 ", $401.94 ," $12,996.05 "," $13,398.00 ",4 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,JUL 2009,2009,7," $5,600.00 ", $407.96 ," $13,190.99 "," $13,598.95 ",4 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,JUN 2011,2011,6," $5,600.00 ", $420.30 ," $13,589.71 "," $14,010.01 ",4 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,AUG 2011,2011,8," $5,600.00 ", $420.30 ," $13,589.71 "," $14,010.01 ",4 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,AUG 2007,2007,8," $7,000.00 ", $495.00 ," $16,005.01 "," $16,500.01 ",5 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,JUN 2010,2010,6," $7,000.00 ", $517.61 ," $16,736.11 "," $17,253.71 ",5 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,JUL 2011,2011,7," $7,000.00 ", $525.39 ," $16,987.12 "," $17,512.51 ",5 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,MAY 2007,2007,5," $8,400.00 ", $594.00 ," $19,206.02 "," $19,800.01 ",6 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,APR 2010,2010,4," $8,400.00 ", $621.14 ," $20,083.32 "," $20,704.46 ",6 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,MAY 2011,2011,5," $8,400.00 ", $630.46 ," $20,384.56 "," $21,015.01 ",6 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,APR 2007,2007,4," $9,800.00 ", $693.00 ," $22,407.01 "," $23,100.02 ",7 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,APR 2011,2011,4," $9,800.00 ", $735.53 ," $23,781.99 "," $24,517.52 ",7 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,MAY 2008,2008,5," $14,000.00 "," $1,004.84 "," $32,490.16 "," $33,495.00 ",10 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,JUN 2007,2007,6," $18,200.00 "," $1,287.00 "," $41,613.03 "," $42,900.03 ",13 
Deluxe Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,JUN 2009,2009,6," $18,200.00 "," $1,325.90 "," $42,870.69 "," $44,196.59 ",13 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,JAN 2007,2007,1," $1,400.00 ", $98.99 ," $3,201.01 "," $3,300.00 ",1 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,OCT 2007,2007,10," $1,400.00 ", $98.99 ," $3,201.01 "," $3,300.00 ",1 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,NOV 2007,2007,11," $1,400.00 ", $98.99 ," $3,201.01 "," $3,300.00 ",1 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,JAN 2008,2008,1," $1,400.00 ", $100.49 ," $3,249.01 "," $3,349.50 ",1 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,NOV 2008,2008,11," $1,400.00 ", $100.49 ," $3,249.01 "," $3,349.50 ",1 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,DEC 2008,2008,12," $1,400.00 ", $100.49 ," $3,249.01 "," $3,349.50 ",1 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,SEP 2009,2009,9," $1,400.00 ", $102.00 ," $3,297.74 "," $3,399.74 ",1 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,MAR 2010,2010,3," $1,400.00 ", $103.52 ," $3,347.22 "," $3,450.74 ",1 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,NOV 2010,2010,11," $1,400.00 ", $103.52 ," $3,347.22 "," $3,450.74 ",1 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,JAN 2011,2011,1," $1,400.00 ", $105.08 ," $3,397.42 "," $3,502.50 ",1 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,NOV 2011,2011,11," $1,400.00 ", $105.08 ," $3,397.42 "," $3,502.50 ",1 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,MAR 2007,2007,3," $2,800.00 ", $198.00 ," $6,402.00 "," $6,600.00 ",2 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,DEC 2007,2007,12," $2,800.00 ", $197.99 ," $6,402.02 "," $6,600.00 ",2 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,JAN 2009,2009,1," $2,800.00 ", $203.98 ," $6,595.49 "," $6,799.47 ",2 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,NOV 2009,2009,11," $2,800.00 ", $203.99 ," $6,595.48 "," $6,799.47 ",2 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,DEC 2009,2009,12," $2,800.00 ", $203.99 ," $6,595.48 "," $6,799.47 ",2 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,JAN 2010,2010,1," $2,800.00 ", $207.04 ," $6,694.45 "," $6,901.49 ",2 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,DEC 2010,2010,12," $2,800.00 ", $207.04 ," $6,694.45 "," $6,901.49 ",2 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,MAR 2011,2011,3," $2,800.00 ", $210.15 ," $6,794.86 "," $7,005.00 ",2 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,FEB 2007,2007,2," $4,200.00 ", $297.00 ," $9,603.01 "," $9,900.01 ",3 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,AUG 2007,2007,8," $4,200.00 ", $297.00 ," $9,603.01 "," $9,900.01 ",3 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,FEB 2008,2008,2," $4,200.00 ", $301.45 ," $9,747.04 "," $10,048.50 ",3 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,MAR 2008,2008,3," $4,200.00 ", $301.45 ," $9,747.04 "," $10,048.50 ",3 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,APR 2008,2008,4," $4,200.00 ", $301.45 ," $9,747.04 "," $10,048.50 ",3 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,JUL 2009,2009,7," $4,200.00 ", $305.98 ," $9,893.23 "," $10,199.21 ",3 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,DEC 2011,2011,12," $4,200.00 ", $315.23 ," $10,192.28 "," $10,507.51 ",3 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,FEB 2009,2009,2," $5,600.00 ", $407.96 ," $13,190.99 "," $13,598.95 ",4 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,OCT 2009,2009,10," $5,600.00 ", $407.96 ," $13,190.99 "," $13,598.95 ",4 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,FEB 2010,2010,2," $5,600.00 ", $414.09 ," $13,388.88 "," $13,802.97 ",4 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,OCT 2010,2010,10," $5,600.00 ", $414.09 ," $13,388.88 "," $13,802.97 ",4 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,FEB 2011,2011,2," $5,600.00 ", $420.31 ," $13,589.70 "," $14,010.01 ",4 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,SEP 2011,2011,9," $5,600.00 ", $420.31 ," $13,589.70 "," $14,010.01 ",4 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,JUL 2007,2007,7," $7,000.00 ", $494.99 ," $16,005.02 "," $16,500.01 ",5 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,SEP 2007,2007,9," $7,000.00 ", $495.00 ," $16,005.01 "," $16,500.01 ",5 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,OCT 2008,2008,10," $7,000.00 ", $502.43 ," $16,245.06 "," $16,747.50 ",5 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,MAR 2009,2009,3," $7,000.00 ", $509.96 ," $16,488.73 "," $16,998.69 ",5 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,SEP 2010,2010,9," $7,000.00 ", $517.62 ," $16,736.09 "," $17,253.71 ",5 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,JUL 2008,2008,7," $8,400.00 ", $602.91 ," $19,494.09 "," $20,097.00 ",6 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,AUG 2008,2008,8," $8,400.00 ", $602.91 ," $19,494.09 "," $20,097.00 ",6 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,JUN 2011,2011,6," $8,400.00 ", $630.44 ," $20,384.57 "," $21,015.01 ",6 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,JUL 2011,2011,7," $8,400.00 ", $630.46 ," $20,384.56 "," $21,015.01 ",6 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,OCT 2011,2011,10," $8,400.00 ", $630.44 ," $20,384.57 "," $21,015.01 ",6 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,JUN 2010,2010,6," $9,800.00 ", $724.66 ," $23,430.54 "," $24,155.20 ",7 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,JUL 2010,2010,7," $9,800.00 ", $724.66 ," $23,430.54 "," $24,155.20 ",7 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,APR 2009,2009,4," $11,200.00 ", $815.94 ," $26,381.96 "," $27,197.90 ",8 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,AUG 2009,2009,8," $11,200.00 ", $815.95 ," $26,381.95 "," $27,197.90 ",8 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,MAY 2010,2010,5," $11,200.00 ", $828.18 ," $26,777.76 "," $27,605.94 ",8 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,AUG 2010,2010,8," $12,600.00 ", $931.70 ," $30,124.99 "," $31,056.69 ",9 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,AUG 2011,2011,8," $12,600.00 ", $945.67 ," $30,576.85 "," $31,522.52 ",9 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,SEP 2008,2008,9," $14,000.00 "," $1,004.85 "," $32,490.14 "," $33,495.00 ",10 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,APR 2011,2011,4," $18,200.00 "," $1,365.97 "," $44,166.56 "," $45,532.53 ",13 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,MAY 2007,2007,5," $19,600.00 "," $1,386.01 "," $44,814.02 "," $46,200.03 ",14 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,JUN 2007,2007,6," $21,000.00 "," $1,485.00 "," $48,015.03 "," $49,500.03 ",15 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,APR 2007,2007,4," $22,400.00 "," $1,584.00 "," $51,216.04 "," $52,800.04 ",16 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,APR 2010,2010,4," $22,400.00 "," $1,656.36 "," $53,555.53 "," $55,211.89 ",16 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,MAY 2008,2008,5," $23,800.00 "," $1,708.24 "," $55,233.25 "," $56,941.49 ",17 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,MAY 2009,2009,5," $23,800.00 "," $1,733.86 "," $56,061.68 "," $57,795.54 ",17 
Deluxe Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,JUN 2009,2009,6," $26,600.00 "," $1,937.84 "," $62,657.17 "," $64,595.01 ",19 
