alternate,bar,weekend,hungry,price,raining,reservation,type,wait_estimate,will_wait,average_spending
Yes,No,Yes,Yes,$$$,Yes,Yes,Burger,10-30,Yes,313
No,Yes,Yes,Yes,$$,No,No,Thai,10-30,Yes,64
No,Yes,Yes,No,$$,No,No,Burger,0-10,Yes,499
No,Yes,Yes,No,$,Yes,No,Italian,30-60,Yes,26
No,No,No,Yes,$,No,No,Italian,10-30,Yes,20
Yes,No,Yes,Yes,$,Yes,No,Italian,0-10,Yes,33
Yes,No,Yes,Yes,$,Yes,No,Italian,0-10,Yes,82
Yes,No,Yes,Yes,$,No,No,Burger,>60,No,0
Yes,No,Yes,Yes,$,No,No,Burger,0-10,Yes,120
Yes,No,Yes,No,$$$,No,Yes,Burger,>60,Yes,530
Yes,Yes,No,No,$,No,Yes,Italian,>60,No,0
No,No,Yes,Yes,$,Yes,No,Thai,30-60,No,0
Yes,Yes,Yes,Yes,$$,No,Yes,Italian,30-60,Yes,272
No,Yes,Yes,Yes,$,No,Yes,Burger,30-60,Yes,153
No,Yes,Yes,Yes,$,Yes,No,Italian,30-60,Yes,178
Yes,Yes,No,Yes,$,Yes,No,Burger,30-60,No,0
No,Yes,Yes,Yes,$,Yes,No,Italian,0-10,Yes,26
Yes,No,No,No,$,Yes,No,Italian,0-10,Yes,127
No,No,Yes,No,$,Yes,No,Burger,0-10,Yes,26
Yes,No,Yes,Yes,$,Yes,No,Burger,10-30,Yes,204
No,No,Yes,No,$,No,No,Italian,30-60,No,0
Yes,Yes,Yes,No,$,Yes,Yes,Thai,0-10,Yes,257
Yes,Yes,Yes,Yes,$$,No,No,Italian,30-60,Yes,357
Yes,Yes,No,Yes,$,No,Yes,Burger,>60,No,0
Yes,No,Yes,No,$,Yes,No,Thai,10-30,Yes,335
Yes,No,No,Yes,$$,Yes,No,French,10-30,Yes,81
No,No,Yes,No,$$,Yes,Yes,Italian,0-10,Yes,343
No,No,No,No,$,Yes,No,Italian,10-30,Yes,20
No,Yes,Yes,Yes,$$$,No,No,Italian,30-60,No,0
Yes,Yes,No,Yes,$$,Yes,Yes,Italian,>60,No,0
No,No,Yes,No,$,Yes,Yes,Italian,>60,No,0
Yes,No,Yes,No,$$$,No,No,Italian,30-60,Yes,77
Yes,Yes,Yes,No,$,Yes,Yes,Italian,0-10,Yes,267
No,Yes,Yes,Yes,$$$,Yes,Yes,Thai,10-30,Yes,39
No,Yes,Yes,Yes,$,No,Yes,Italian,0-10,Yes,26
Yes,Yes,Yes,Yes,$,No,No,Thai,>60,No,0
No,No,Yes,No,$$,Yes,Yes,Burger,>60,No,0
Yes,Yes,Yes,Yes,$,No,No,Italian,0-10,Yes,285
Yes,Yes,Yes,Yes,$,Yes,No,Italian,30-60,Yes,45
Yes,Yes,No,Yes,$$,Yes,No,Burger,0-10,Yes,374
Yes,Yes,Yes,No,$,No,No,French,>60,No,0
Yes,No,Yes,Yes,$$$,No,Yes,Burger,30-60,Yes,68
No,No,No,Yes,$,No,No,Italian,0-10,No,0
No,No,Yes,No,$$,No,Yes,Thai,>60,No,0
Yes,No,Yes,No,$,Yes,Yes,Italian,30-60,Yes,46
Yes,No,No,Yes,$,Yes,No,Burger,30-60,No,0
No,No,Yes,Yes,$,Yes,Yes,Burger,0-10,Yes,128
No,Yes,Yes,Yes,$$,No,No,Italian,0-10,Yes,40
Yes,Yes,No,Yes,$,Yes,No,Thai,0-10,Yes,139
No,Yes,Yes,No,$,No,Yes,Italian,10-30,Yes,26
Yes,Yes,Yes,No,$,No,No,Italian,0-10,Yes,306
No,No,No,Yes,$,No,No,French,30-60,No,0
Yes,Yes,Yes,Yes,$,No,No,Italian,30-60,Yes,239
No,No,Yes,Yes,$$,Yes,No,Burger,30-60,Yes,352
Yes,Yes,Yes,No,$,Yes,No,Burger,0-10,Yes,126
No,Yes,Yes,No,$,No,No,Thai,10-30,No,0
No,Yes,Yes,No,$$$,Yes,Yes,Burger,10-30,Yes,241
Yes,No,Yes,Yes,$$,No,Yes,Burger,30-60,Yes,183
No,Yes,No,Yes,$$$,Yes,Yes,Burger,>60,Yes,30
Yes,No,Yes,No,$$$,Yes,Yes,Italian,10-30,Yes,489
No,No,Yes,No,$,Yes,No,Thai,10-30,Yes,112
Yes,Yes,No,No,$$$,No,Yes,Italian,>60,Yes,418
No,No,Yes,Yes,$,No,Yes,Italian,0-10,Yes,26
Yes,No,No,Yes,$$$,Yes,Yes,Italian,30-60,Yes,30
No,Yes,Yes,Yes,$,Yes,No,French,30-60,Yes,26
Yes,Yes,Yes,Yes,$,Yes,Yes,French,10-30,Yes,303
No,Yes,Yes,No,$$,No,No,Burger,30-60,Yes,248
Yes,Yes,No,Yes,$$,Yes,No,French,0-10,Yes,24
Yes,Yes,Yes,Yes,$$,Yes,No,Thai,10-30,Yes,31
Yes,Yes,No,No,$,No,No,Burger,10-30,Yes,20
No,No,Yes,Yes,$,Yes,No,Italian,>60,No,0
Yes,Yes,Yes,Yes,$$,Yes,No,Burger,>60,No,0
No,Yes,Yes,Yes,$,Yes,No,Italian,0-10,Yes,26
Yes,No,Yes,Yes,$$,Yes,No,Italian,0-10,Yes,31
No,Yes,Yes,Yes,$,No,No,Burger,>60,Yes,26
Yes,No,No,Yes,$,Yes,No,French,0-10,Yes,266
No,Yes,Yes,No,$$,Yes,No,Italian,0-10,No,0
No,Yes,Yes,No,$$,No,Yes,Italian,10-30,No,0
Yes,No,Yes,No,$$$,No,No,Italian,>60,Yes,100
No,Yes,No,Yes,$,Yes,No,Burger,30-60,Yes,20
No,No,Yes,Yes,$$$,No,Yes,Burger,>60,Yes,280
Yes,Yes,Yes,Yes,$$$,No,Yes,Italian,>60,Yes,39
No,Yes,Yes,Yes,$$,No,No,French,0-10,Yes,523
No,No,Yes,No,$$,Yes,No,Italian,30-60,Yes,269
No,Yes,Yes,Yes,$$,No,Yes,Burger,30-60,Yes,155
Yes,Yes,No,Yes,$,No,No,Italian,0-10,Yes,20
No,No,No,No,$,No,No,Italian,30-60,No,0
Yes,Yes,Yes,No,$$,Yes,Yes,Burger,30-60,Yes,31
No,No,Yes,Yes,$$$,No,No,Italian,30-60,Yes,39
No,Yes,Yes,Yes,$,Yes,No,Italian,30-60,Yes,106
No,No,Yes,No,$$,Yes,Yes,Italian,10-30,Yes,363
Yes,Yes,Yes,Yes,$$,No,No,Burger,10-30,No,0
No,No,Yes,Yes,$,Yes,No,Italian,>60,No,0
No,No,Yes,No,$,Yes,Yes,Italian,0-10,Yes,338
Yes,Yes,Yes,No,$$,Yes,No,Thai,30-60,Yes,94
No,Yes,Yes,No,$,Yes,Yes,French,>60,No,0
Yes,No,Yes,Yes,$,No,No,Thai,10-30,No,0
Yes,Yes,No,Yes,$$,Yes,Yes,Italian,>60,No,0
No,No,No,No,$$,Yes,No,Italian,0-10,Yes,200
Yes,Yes,Yes,Yes,$,No,Yes,Italian,30-60,Yes,91
No,Yes,Yes,No,$$,Yes,Yes,Burger,30-60,Yes,80
Yes,No,Yes,No,$,No,No,Burger,10-30,Yes,26
Yes,No,Yes,Yes,$,No,Yes,Burger,0-10,Yes,92
No,Yes,No,No,$$,No,Yes,Burger,30-60,Yes,88
Yes,Yes,No,Yes,$$,No,No,Burger,10-30,No,0
Yes,Yes,Yes,Yes,$,No,No,Italian,10-30,Yes,26
Yes,Yes,Yes,No,$,Yes,No,Burger,0-10,Yes,206
Yes,Yes,Yes,No,$$,Yes,No,Italian,10-30,Yes,78
Yes,No,No,No,$$,No,No,Italian,0-10,Yes,172
No,Yes,Yes,Yes,$,Yes,No,Burger,0-10,Yes,58
Yes,Yes,Yes,Yes,$,No,No,Italian,0-10,Yes,26
No,No,Yes,Yes,$,Yes,No,Italian,>60,No,0
Yes,No,Yes,Yes,$,Yes,Yes,Burger,0-10,Yes,216
No,No,No,No,$,No,No,Thai,>60,No,0
No,Yes,Yes,No,$,No,No,French,>60,No,0
Yes,No,Yes,No,$,Yes,No,Italian,30-60,Yes,212
Yes,No,Yes,Yes,$,No,No,Italian,>60,No,0
Yes,No,Yes,No,$,Yes,No,Burger,30-60,Yes,123
No,No,No,Yes,$,Yes,No,Burger,>60,No,0
Yes,Yes,Yes,Yes,$$,Yes,No,Italian,10-30,Yes,223
No,Yes,Yes,No,$,Yes,No,Italian,10-30,Yes,434
No,Yes,No,Yes,$$,Yes,Yes,Burger,>60,No,0
No,No,No,Yes,$$,Yes,No,Burger,0-10,Yes,202
Yes,No,Yes,No,$,No,No,Italian,30-60,Yes,26
Yes,No,No,No,$,Yes,No,Italian,10-30,Yes,468
No,No,Yes,Yes,$$,No,No,Thai,0-10,No,0
No,No,Yes,Yes,$,Yes,No,French,>60,No,0
Yes,No,Yes,No,$,Yes,No,Thai,10-30,Yes,26
No,Yes,Yes,Yes,$$,Yes,Yes,Italian,30-60,Yes,35
Yes,Yes,No,Yes,$,Yes,No,Italian,>60,No,0
No,No,No,Yes,$$,No,No,Thai,>60,No,0
Yes,Yes,Yes,No,$$$,No,Yes,Italian,0-10,Yes,481
No,No,Yes,Yes,$,No,Yes,Burger,10-30,Yes,26
Yes,No,Yes,No,$,Yes,No,Italian,30-60,Yes,26
No,Yes,Yes,No,$,Yes,No,Italian,30-60,Yes,35
Yes,No,No,Yes,$$$,Yes,Yes,Italian,30-60,Yes,205
Yes,Yes,No,No,$,No,Yes,Burger,>60,No,0
No,No,Yes,Yes,$,No,No,Burger,30-60,Yes,211
No,No,Yes,Yes,$,Yes,No,Italian,0-10,Yes,152
Yes,Yes,Yes,Yes,$,Yes,No,Italian,30-60,Yes,26
No,No,No,Yes,$,No,No,Italian,0-10,Yes,112
Yes,No,No,Yes,$,No,Yes,Thai,30-60,No,0
No,No,Yes,No,$,Yes,No,Burger,>60,No,0
Yes,Yes,Yes,Yes,$$$,No,Yes,Thai,30-60,Yes,39
Yes,No,Yes,Yes,$$,No,No,Burger,30-60,Yes,31
Yes,No,Yes,Yes,$$,No,No,Thai,30-60,Yes,533
Yes,No,Yes,No,$,Yes,No,Italian,10-30,Yes,50
Yes,Yes,Yes,Yes,$,Yes,No,Burger,>60,No,0
Yes,Yes,Yes,Yes,$$,No,Yes,Italian,30-60,Yes,315
No,Yes,No,No,$,Yes,No,Italian,>60,No,0
No,Yes,Yes,Yes,$,Yes,No,Burger,0-10,Yes,26
No,Yes,No,Yes,$,Yes,No,Burger,30-60,Yes,100
Yes,No,No,No,$,No,Yes,Italian,10-30,Yes,20
Yes,Yes,No,Yes,$,Yes,No,Italian,>60,Yes,246
Yes,Yes,Yes,Yes,$,No,No,Italian,0-10,Yes,26
Yes,No,Yes,No,$,Yes,No,Italian,0-10,Yes,245
No,Yes,No,Yes,$$,Yes,Yes,Burger,10-30,Yes,24
No,No,Yes,Yes,$,Yes,No,Burger,30-60,No,0
Yes,Yes,Yes,Yes,$$$,No,Yes,Burger,>60,Yes,363
No,No,Yes,Yes,$$,No,No,Burger,30-60,Yes,31
No,No,Yes,Yes,$$,Yes,No,Italian,0-10,Yes,311
Yes,Yes,No,No,$$$,Yes,Yes,Italian,0-10,Yes,76
No,Yes,No,Yes,$,Yes,No,Thai,0-10,Yes,20
Yes,No,Yes,Yes,$$,No,Yes,Thai,0-10,Yes,178
No,No,Yes,No,$$,No,Yes,French,10-30,Yes,31
Yes,No,Yes,No,$,Yes,No,Italian,0-10,Yes,272
Yes,No,Yes,Yes,$,No,Yes,Italian,0-10,Yes,346
Yes,No,Yes,Yes,$,Yes,Yes,Italian,0-10,Yes,26
Yes,No,Yes,Yes,$,No,No,Italian,>60,No,0
No,No,Yes,Yes,$$$,Yes,No,Italian,>60,Yes,128
Yes,Yes,No,Yes,$,Yes,No,Italian,30-60,No,0
Yes,No,Yes,Yes,$,Yes,No,Italian,>60,No,0
Yes,Yes,No,Yes,$$$,Yes,Yes,Thai,10-30,Yes,208
No,Yes,No,Yes,$,Yes,No,Italian,30-60,Yes,204
Yes,No,No,Yes,$$,No,No,Italian,30-60,No,0
No,No,Yes,Yes,$$$,No,Yes,Thai,10-30,Yes,248
Yes,Yes,No,Yes,$$,No,Yes,French,30-60,No,0
No,No,No,Yes,$$,Yes,No,Italian,0-10,Yes,30
No,No,Yes,No,$$,No,Yes,Italian,0-10,Yes,60
Yes,Yes,Yes,No,$$,No,No,French,>60,No,0
No,Yes,Yes,No,$,Yes,No,French,0-10,No,0
Yes,Yes,Yes,Yes,$,Yes,Yes,Italian,10-30,Yes,26
Yes,No,No,Yes,$,Yes,No,Italian,0-10,Yes,42
Yes,No,No,Yes,$$,Yes,Yes,Italian,0-10,Yes,163
No,Yes,No,Yes,$$,No,No,Burger,30-60,Yes,490
No,No,Yes,Yes,$,Yes,No,Thai,>60,No,0
Yes,Yes,Yes,No,$$,Yes,No,Italian,0-10,No,0
Yes,No,No,No,$$,Yes,No,French,10-30,No,0
No,Yes,Yes,Yes,$$,Yes,No,Italian,30-60,Yes,31
Yes,No,Yes,Yes,$,No,No,Thai,>60,No,0
Yes,Yes,Yes,Yes,$,Yes,No,Italian,10-30,Yes,135
Yes,No,Yes,No,$,No,Yes,Italian,10-30,Yes,26
No,No,No,No,$,Yes,No,Thai,>60,No,0
No,Yes,No,Yes,$,No,No,Italian,30-60,Yes,40
No,No,Yes,Yes,$$,Yes,Yes,Italian,10-30,Yes,188
Yes,No,Yes,Yes,$,Yes,No,Italian,0-10,Yes,26
Yes,Yes,Yes,Yes,$,Yes,No,Burger,10-30,Yes,26
Yes,No,Yes,No,$$,Yes,No,French,30-60,Yes,31
No,No,Yes,Yes,$,Yes,No,French,30-60,Yes,167
Yes,No,Yes,No,$$,Yes,No,Burger,0-10,Yes,31
Yes,Yes,No,No,$$$,Yes,Yes,Italian,0-10,Yes,262
Yes,Yes,Yes,Yes,$$,No,No,Italian,10-30,Yes,194
Yes,Yes,Yes,Yes,$$,No,Yes,Thai,30-60,Yes,31
No,Yes,Yes,Yes,$$,Yes,Yes,Italian,30-60,Yes,399
No,Yes,Yes,Yes,$,No,No,Italian,0-10,Yes,106
Yes,No,Yes,No,$,No,No,Burger,10-30,Yes,26
No,No,Yes,No,$,No,Yes,Italian,0-10,Yes,447
No,Yes,Yes,No,$,Yes,Yes,Italian,0-10,Yes,88
Yes,No,Yes,Yes,$,Yes,No,Burger,>60,No,0
Yes,No,Yes,No,$,Yes,No,Italian,0-10,Yes,94
No,No,Yes,Yes,$$,Yes,Yes,Italian,30-60,Yes,446
Yes,No,Yes,No,$$,No,Yes,French,30-60,Yes,525
No,Yes,Yes,Yes,$,Yes,No,Italian,>60,No,0
Yes,Yes,Yes,Yes,$,No,No,Italian,30-60,Yes,104
No,No,Yes,Yes,$$,Yes,Yes,Thai,30-60,No,0
Yes,No,Yes,No,$$,Yes,No,Thai,>60,No,0
No,Yes,Yes,Yes,$,Yes,No,Burger,10-30,Yes,139
No,No,No,Yes,$,No,No,Italian,>60,No,0
No,No,Yes,Yes,$,Yes,No,Italian,30-60,No,0
Yes,No,Yes,Yes,$,No,No,Italian,>60,No,0
No,Yes,Yes,No,$$,Yes,No,Burger,10-30,Yes,526
No,Yes,Yes,Yes,$,No,No,Italian,30-60,Yes,26
Yes,No,Yes,Yes,$,Yes,Yes,Burger,30-60,Yes,268
Yes,No,No,Yes,$,No,No,Italian,>60,No,0
No,No,Yes,Yes,$$$,Yes,Yes,Italian,>60,Yes,225
No,No,No,No,$,Yes,Yes,Italian,30-60,No,0
Yes,No,Yes,No,$,Yes,No,Italian,30-60,Yes,26
Yes,No,Yes,No,$$,Yes,No,Burger,>60,No,0
Yes,Yes,Yes,Yes,$$,Yes,No,Italian,10-30,Yes,31
Yes,Yes,Yes,No,$$,Yes,No,Italian,0-10,Yes,31
Yes,No,Yes,Yes,$,No,No,Italian,0-10,No,0
No,Yes,No,Yes,$$$,No,Yes,Thai,0-10,Yes,66
Yes,No,No,Yes,$,Yes,Yes,Italian,30-60,No,0
No,No,Yes,No,$,No,No,Burger,0-10,Yes,47
No,Yes,Yes,No,$,No,No,Burger,>60,No,0
No,Yes,Yes,Yes,$,Yes,No,Italian,10-30,Yes,327
Yes,No,No,No,$,No,No,Burger,10-30,Yes,20
No,No,No,No,$$,Yes,Yes,Italian,10-30,Yes,24
No,Yes,No,No,$,Yes,No,Burger,>60,No,0
Yes,Yes,No,Yes,$$,No,No,Italian,0-10,Yes,365
No,No,Yes,No,$$,Yes,Yes,Burger,10-30,Yes,61
No,No,No,No,$$,No,No,Italian,30-60,No,0
Yes,No,Yes,No,$$,Yes,No,Burger,10-30,Yes,394
No,Yes,No,No,$$,No,No,Burger,>60,Yes,24
No,No,Yes,Yes,$$,Yes,No,Burger,0-10,Yes,123
No,Yes,Yes,No,$$,Yes,Yes,Italian,0-10,Yes,290
Yes,No,No,Yes,$,No,No,Italian,>60,No,0
Yes,Yes,Yes,No,$,No,No,Thai,>60,No,0
Yes,Yes,Yes,Yes,$,Yes,No,Burger,0-10,Yes,189
No,Yes,No,No,$$,Yes,No,Italian,0-10,Yes,24
No,Yes,Yes,Yes,$,Yes,No,Burger,10-30,Yes,147
Yes,No,Yes,Yes,$,Yes,Yes,French,10-30,Yes,237
No,Yes,Yes,Yes,$,No,Yes,Italian,30-60,Yes,264
No,Yes,Yes,Yes,$$,No,Yes,Italian,10-30,Yes,298
Yes,Yes,Yes,No,$$$,No,Yes,French,>60,Yes,511
Yes,No,No,No,$$,Yes,No,French,>60,No,0
No,No,Yes,No,$$,No,No,Thai,30-60,No,0
No,No,No,No,$,No,No,Italian,>60,No,0
No,No,Yes,No,$,Yes,Yes,Burger,0-10,Yes,26
Yes,No,Yes,Yes,$,No,No,Burger,>60,No,0
Yes,No,No,No,$,Yes,No,Italian,>60,Yes,163
Yes,Yes,Yes,No,$,No,No,Burger,30-60,Yes,26
Yes,Yes,Yes,No,$$$,Yes,Yes,Italian,10-30,Yes,392
No,Yes,Yes,Yes,$,Yes,No,Italian,0-10,Yes,146
Yes,No,Yes,Yes,$,No,No,Thai,10-30,No,0
Yes,Yes,Yes,Yes,$$$,Yes,Yes,Burger,0-10,Yes,39
Yes,Yes,Yes,Yes,$,Yes,No,Burger,30-60,Yes,346
Yes,No,Yes,No,$,Yes,No,Thai,10-30,Yes,399
Yes,Yes,Yes,Yes,$,No,No,Burger,0-10,Yes,217
No,No,No,No,$,No,No,Thai,10-30,Yes,20
No,Yes,No,Yes,$$,Yes,Yes,Italian,0-10,Yes,24
Yes,No,Yes,Yes,$,Yes,No,French,10-30,Yes,26
No,No,Yes,No,$$,Yes,No,Italian,30-60,Yes,334
Yes,No,Yes,Yes,$$,Yes,No,Italian,10-30,Yes,33
Yes,Yes,Yes,Yes,$,Yes,Yes,Thai,>60,No,0
No,Yes,No,Yes,$,No,No,French,>60,No,0
No,No,No,No,$$,Yes,Yes,Italian,10-30,Yes,336
Yes,No,Yes,Yes,$,Yes,No,French,0-10,Yes,26
Yes,Yes,No,No,$,Yes,No,Burger,10-30,Yes,36
Yes,Yes,Yes,No,$$,Yes,Yes,Thai,30-60,Yes,53
No,No,Yes,No,$,No,Yes,Italian,10-30,Yes,224
Yes,Yes,No,Yes,$$$,No,Yes,Italian,0-10,Yes,186
Yes,Yes,No,Yes,$,No,No,Burger,10-30,No,0
Yes,Yes,Yes,No,$,Yes,No,Burger,>60,Yes,343
No,No,Yes,Yes,$$,Yes,No,Burger,30-60,Yes,31
Yes,No,Yes,No,$,Yes,No,Italian,10-30,Yes,99
Yes,Yes,Yes,No,$,Yes,No,Italian,0-10,Yes,89
No,No,Yes,Yes,$$$,No,Yes,Italian,10-30,Yes,39
Yes,Yes,No,Yes,$,Yes,Yes,Burger,30-60,No,0
Yes,Yes,No,Yes,$,No,No,Thai,>60,No,0
No,No,Yes,Yes,$,Yes,No,Burger,>60,No,0
Yes,No,No,No,$,No,No,Italian,>60,No,0
No,No,No,Yes,$$,No,Yes,Italian,10-30,Yes,144
No,Yes,Yes,Yes,$,No,No,Thai,0-10,Yes,370
Yes,Yes,Yes,No,$$,No,Yes,Italian,30-60,Yes,31
Yes,No,No,Yes,$,No,No,Italian,10-30,No,0
Yes,No,Yes,Yes,$$$,Yes,No,Italian,30-60,No,0
Yes,No,Yes,Yes,$,Yes,No,Burger,0-10,Yes,301
No,Yes,No,Yes,$$,No,Yes,Thai,>60,No,0
Yes,Yes,Yes,No,$$$,No,No,Italian,30-60,Yes,213
No,Yes,No,Yes,$,Yes,Yes,Italian,30-60,Yes,284
Yes,No,Yes,No,$,No,No,Thai,30-60,Yes,26
Yes,No,No,Yes,$,Yes,Yes,Burger,0-10,Yes,20
Yes,Yes,Yes,Yes,$$$,No,Yes,Burger,30-60,Yes,242
No,No,No,No,$$,Yes,No,Italian,10-30,No,0
Yes,No,Yes,No,$$$,No,Yes,French,30-60,No,0
Yes,No,Yes,Yes,$$,Yes,No,Italian,10-30,Yes,513
Yes,No,Yes,Yes,$,Yes,No,Italian,30-60,Yes,73
Yes,Yes,Yes,Yes,$,No,No,Italian,10-30,No,0
No,No,No,No,$$$,Yes,Yes,Thai,0-10,Yes,313
Yes,Yes,Yes,Yes,$,No,Yes,Italian,0-10,Yes,240
No,Yes,No,Yes,$,Yes,Yes,Italian,30-60,Yes,335
No,No,Yes,Yes,$,Yes,No,Burger,10-30,Yes,172
No,Yes,No,No,$,Yes,No,Thai,30-60,Yes,78
No,Yes,Yes,Yes,$,No,No,Thai,>60,Yes,26
No,No,Yes,No,$$,No,No,Burger,>60,No,0
No,Yes,Yes,No,$,No,No,Italian,30-60,Yes,26
Yes,Yes,No,Yes,$,Yes,No,Thai,>60,No,0
No,Yes,Yes,No,$,No,No,Italian,30-60,Yes,171
No,Yes,Yes,No,$$,Yes,Yes,Italian,10-30,Yes,31
No,Yes,Yes,Yes,$,No,Yes,Italian,10-30,Yes,26
Yes,Yes,Yes,Yes,$,Yes,No,French,30-60,Yes,543
Yes,Yes,Yes,Yes,$$$,No,Yes,Italian,0-10,Yes,39
No,Yes,Yes,Yes,$,No,No,French,0-10,Yes,41
Yes,No,No,Yes,$,Yes,No,Thai,>60,No,0
No,No,Yes,No,$,No,No,Italian,0-10,Yes,41
No,No,Yes,No,$,No,No,French,10-30,Yes,26
Yes,Yes,Yes,Yes,$,No,No,Burger,>60,Yes,26
No,Yes,Yes,No,$$,Yes,Yes,Italian,10-30,Yes,86
Yes,Yes,Yes,Yes,$,Yes,No,Italian,30-60,Yes,26
Yes,No,Yes,Yes,$$,No,No,Italian,10-30,No,0
No,No,Yes,No,$$$,No,Yes,French,30-60,Yes,263
No,No,Yes,Yes,$,Yes,Yes,Italian,0-10,Yes,103
Yes,Yes,Yes,Yes,$,Yes,Yes,Thai,30-60,Yes,196
No,No,Yes,No,$$,Yes,Yes,Burger,10-30,Yes,351
No,No,No,No,$,Yes,Yes,Burger,0-10,Yes,20
No,Yes,No,Yes,$$,Yes,Yes,French,>60,No,0
Yes,No,No,No,$$,Yes,Yes,Italian,10-30,Yes,385
Yes,Yes,Yes,No,$,No,No,French,0-10,Yes,258
No,No,Yes,No,$,Yes,No,Italian,>60,No,0
Yes,Yes,Yes,Yes,$,Yes,No,Italian,>60,No,0
Yes,Yes,Yes,Yes,$,No,No,Italian,10-30,No,0
Yes,Yes,Yes,Yes,$,No,No,Thai,>60,Yes,26
Yes,Yes,Yes,Yes,$$,Yes,Yes,French,>60,Yes,31
Yes,Yes,Yes,Yes,$,No,No,Burger,10-30,No,0
No,No,No,Yes,$$,Yes,No,Thai,0-10,Yes,24
No,Yes,No,Yes,$,No,Yes,Burger,0-10,Yes,235
No,Yes,No,No,$$,No,Yes,Burger,0-10,No,0
Yes,Yes,No,Yes,$$,No,No,Thai,>60,No,0
Yes,Yes,No,No,$$,No,Yes,Italian,30-60,No,0
No,No,Yes,Yes,$,Yes,No,Italian,30-60,No,0
Yes,Yes,No,No,$,No,No,Italian,10-30,Yes,20
No,No,No,Yes,$,No,No,Italian,10-30,Yes,63
No,Yes,No,Yes,$,No,No,Italian,0-10,Yes,20
No,Yes,Yes,No,$$$,Yes,No,Thai,>60,Yes,170
Yes,No,Yes,No,$,No,No,French,10-30,Yes,26
Yes,No,Yes,No,$$,Yes,Yes,Thai,0-10,Yes,146
No,No,No,Yes,$$,Yes,No,French,>60,No,0
No,Yes,Yes,No,$,No,Yes,Burger,0-10,Yes,26
No,No,No,Yes,$,No,No,French,10-30,Yes,79
No,Yes,No,No,$,Yes,No,Italian,0-10,Yes,117
Yes,No,Yes,No,$,Yes,No,Italian,10-30,Yes,103
Yes,No,Yes,Yes,$$,No,Yes,Italian,>60,No,0
No,Yes,Yes,Yes,$$,Yes,No,French,>60,No,0
No,No,Yes,No,$,No,No,Burger,>60,No,0
Yes,No,Yes,Yes,$,No,No,Italian,0-10,Yes,418
Yes,Yes,No,Yes,$,No,No,Italian,>60,No,0
No,Yes,Yes,No,$,Yes,Yes,Italian,30-60,Yes,26
No,Yes,No,No,$,No,No,Burger,0-10,Yes,251
No,No,Yes,Yes,$$,No,No,French,10-30,Yes,31
Yes,No,No,No,$,No,No,Italian,30-60,No,0
Yes,No,Yes,No,$,No,No,Italian,10-30,Yes,26
Yes,No,Yes,Yes,$,No,No,Burger,0-10,Yes,370
No,No,Yes,No,$$,No,Yes,French,0-10,Yes,31
No,Yes,No,No,$,No,No,French,10-30,Yes,27
Yes,No,Yes,Yes,$,No,No,Burger,10-30,No,0
Yes,Yes,Yes,No,$,Yes,No,Burger,30-60,Yes,258
No,No,Yes,Yes,$,Yes,No,Burger,30-60,No,0
Yes,Yes,Yes,No,$,Yes,Yes,Italian,30-60,Yes,213
Yes,No,Yes,Yes,$$,No,Yes,Italian,10-30,No,0
No,No,No,Yes,$,Yes,No,Italian,10-30,Yes,233
Yes,Yes,Yes,No,$$,No,Yes,Italian,10-30,Yes,239
No,No,No,Yes,$$,Yes,No,Burger,10-30,Yes,216
No,Yes,No,Yes,$$,Yes,Yes,Italian,10-30,Yes,116
No,No,Yes,No,$,No,No,French,0-10,Yes,26
No,No,Yes,Yes,$$,Yes,Yes,Italian,0-10,Yes,295
No,Yes,No,Yes,$$,Yes,Yes,Burger,0-10,Yes,189
No,No,No,Yes,$,No,Yes,Italian,30-60,Yes,20
No,Yes,Yes,Yes,$$,Yes,Yes,Italian,>60,No,0
Yes,No,No,No,$,Yes,No,Italian,>60,No,0
No,No,Yes,No,$,No,No,French,0-10,Yes,119
No,No,Yes,Yes,$,Yes,No,Thai,10-30,Yes,233
Yes,No,Yes,Yes,$$$,No,Yes,Burger,0-10,Yes,39
Yes,No,No,No,$$,Yes,No,Italian,10-30,Yes,153
Yes,No,No,Yes,$$,Yes,Yes,Burger,0-10,Yes,260
No,No,Yes,No,$,Yes,No,Burger,30-60,No,0
Yes,Yes,Yes,Yes,$,No,No,Thai,>60,No,0
No,No,No,Yes,$,No,No,Burger,>60,Yes,96
No,No,No,Yes,$$,Yes,No,Burger,10-30,Yes,135
No,No,No,Yes,$,Yes,No,Italian,10-30,Yes,20
No,Yes,Yes,No,$,No,No,Italian,0-10,Yes,26
Yes,Yes,Yes,No,$$$,Yes,Yes,Italian,0-10,Yes,669
Yes,No,Yes,Yes,$$,No,Yes,Italian,30-60,Yes,124
No,No,Yes,No,$$,No,No,Italian,>60,No,0
No,No,Yes,Yes,$,No,No,Burger,10-30,Yes,26
No,Yes,Yes,Yes,$$$,Yes,Yes,Italian,0-10,Yes,92
Yes,No,No,Yes,$$,No,Yes,Burger,0-10,Yes,34
No,Yes,No,No,$$,No,Yes,Italian,10-30,No,0
No,No,No,No,$$$,Yes,No,Burger,30-60,Yes,663
Yes,Yes,Yes,Yes,$$$,No,Yes,Italian,10-30,Yes,39
Yes,Yes,Yes,No,$,Yes,No,Italian,10-30,Yes,303
